"NAME" "INCHKEY" "SMILES" "RT"
"309" "Dofetilide" "IXTMWRCNAAVVAI-UHFFFAOYSA-N" "CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C" 3.3802
"310" "Dolasetron" "UKTAZPQNNNJVKR-AKJUYKBHSA-N" "C1[C@@H]2CC(C[C@H]3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54" 1.902617
"311" "Donepezil" "ADEBPBSSDYVVLD-UHFFFAOYSA-N" "COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC" 2.443233
"312" "Dopamine" "VYFYYTLLBUKUHU-UHFFFAOYSA-N" "C1=CC(=C(C=C1CCN)O)O" 6.397217
"313" "Doxapram" "XFDJYSQDBULQSI-UHFFFAOYSA-N" "CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4" 1.639283
"314" "Doxepin" "ODQWQRRAPPTVAG-GZTJUZNOSA-N" "CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31" 2.263433
"315" "Doxorubicin" "AOJJSUZBOXZQNB-TZSSRYMLSA-N" "C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O" 6.016984
"316" "Doxylamine" "HCFDWZZGGLSKEP-UHFFFAOYSA-N" "CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C" 2.451517
"317" "Droperidol" "RMEDXOLNCUSCGS-UHFFFAOYSA-N" "C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F" 3.477767
"318" "Duloxetine" "ZEUITGRIYCTCEM-KRWDZBQOSA-N" "CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32" 2.598367
"319" "E-4031" "SRUISGSHWFJION-UHFFFAOYSA-N" "CC1=NC(=CC=C1)CCN2CCC(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C" 2.917283
"320" "Ecgonine" "PHMBVCPLDPDESM-FKSUSPILSA-N" "C[NH+]1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)[O-]" 7.521533
"321" "EDDP" "AJRJPORIQGYFMT-PVOVUMCXSA-N" "C/C=C\1/C(CC(N1C)C)(C2=CC=CC=C2)C3=CC=CC=C3" 1.904083
"322" "Enalaprilat" "LZFZMUMEGBBDTC-QEJZJMRPSA-N" "C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCC2=CC=CC=C2)C(=O)O" 7.065883
"323" "Enrofloxacin" "SPFYMRJSYKOXGV-UHFFFAOYSA-N" "CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F" 3.312683
"324" "Epigallocatechin" "XMOCLSLCDHWDHP-IUODEOHRSA-N" "C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O" 10.16848
"325" "Epirubicin" "AOJJSUZBOXZQNB-VTZDEGQISA-N" "C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O" 5.923417
"326" "Equol" "ADFCQWZHKCXPAJ-UHFFFAOYSA-N" "C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O" 1.190767
"327" "Ergothioneine" "SSISHJJTAXXQAX-ZETCQYMHSA-N" "C[N+](C)(C)[C@@H](CC1=CN=C(N1)[S-])C(=O)O" 7.744367
"328" "Erucamide" "UAUDZVJPLUQNMU-KTKRTIGZSA-N" "CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N" 1.060333
"329" "Escitalopram" "WSEQXVZVJXJVFP-FQEVSTJZSA-N" "CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F" 2.202367
"330" "Esmolol" "AQNDDEOPVVGCPG-UHFFFAOYSA-N" "CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O" 3.134533
"331" "Esomeprazole" "SUBDBMMJDZJVOS-DEOSSOPVSA-N" "CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC" 1.347
"332" "Ethanolamine" "HZAXFHJVJLSVMW-UHFFFAOYSA-N" "C(CO)N" 7.149317
"333" "Ethylbutanoate" "OBNCKNCVKJNDBV-UHFFFAOYSA-N" "CCCC(=O)OCC" 4.880084
"334" "Etomidate" "NPUKDXXFDDZOKR-LLVKDONJSA-N" "CCOC(=O)C1=CN=CN1[C@H](C)C2=CC=CC=C2" 0.98275
"335" "Etoposide" "VJJPUSNTGOMMGY-MRVIYFEKSA-N" "C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O" 1.297233
"336" "Exemestane" "BFYIZQONLCFLEV-DAELLWKTSA-N" "C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C" 0.9832333
"337" "Ezetimibe" "OLNTVTPDXPETLC-XPWALMASSA-N" "C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O" 1.028667
"338" "Famciclovir" "GGXKWVWZWMLJEH-UHFFFAOYSA-N" "CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C" 1.376167
"339" "Famotidine" "XUFQPHANEAPEMJ-UHFFFAOYSA-N" "C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N" 5.593033
"340" "Felbamate" "WKGXYQFOCVYPAC-UHFFFAOYSA-N" "C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N" 1.19745
"341" "Fenfluramine" "DBGIVFWFUFKIQN-UHFFFAOYSA-N" "CCNC(C)CC1=CC(=CC=C1)C(F)(F)F" 2.33425
"342" "Fenoldopam" "TVURRHSHRRELCG-UHFFFAOYSA-N" "C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O" 5.679883
"343" "Fenoxaprop-P-ethyl" "PQKBPHSEKWERTG-LLVKDONJSA-N" "CCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl" 1.01495
"344" "Ferulic acid" "KSEBMYQBYZTDHS-HWKANZROSA-N" "COC1=C(C=CC(=C1)/C=C/C(=O)O)O" 1.417817
"345" "Finasteride" "DBEPLOCGEIEOCV-WSBQPABSSA-N" "C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C" 1.172517
"346" "FlavinA adenineA dinucleotide" "VWWQXMAJTJZDQX-UYBVJOGSSA-N" "CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O" 9.524317
"347" "Flubendazole" "CPEUVMUXAHMANV-UHFFFAOYSA-N" "COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F" 1.158467
"348" "Flumazenil" "OFBIFZUFASYYRE-UHFFFAOYSA-N" "CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C" 1.07695
"349" "Flunitrazepam" "PPTYJKAXVCCBDU-UHFFFAOYSA-N" "CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F" 1.045217
"350" "Fluorene" "NIHNNTQXNPWCJQ-UHFFFAOYSA-N" "C1C2=CC=CC=C2C3=CC=CC=C31" 6.66255
"351" "Fluperlapine" "OBWGMKKHCLHVIE-UHFFFAOYSA-N" "CN1CCN(CC1)C2=NC3=C(CC4=CC=CC=C42)C=CC(=C3)F" 2.299833
"352" "Fluphenazine" "PLDUPXSUYLZYBN-UHFFFAOYSA-N" "C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO" 2.74225
"353" "Flurazepam" "SAADBVWGJQAEFS-UHFFFAOYSA-N" "CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F" 2.40725
"354" "Fluvoxamine" "CJOFXWAVKWHTFT-XSFVSMFZSA-N" "COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F" 2.930917
"355" "Folinic acid" "VVIAGPKUTFNRDU-ABLWVSNPSA-N" "C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O" 7.916283
"356" "Formononetine" "HKQYGTCOTHHOMP-UHFFFAOYSA-N" "COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O" 1.181983
"357" "Formoterol" "BPZSYCZIITTYBL-UHFFFAOYSA-N" "CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O" 5.1829
"358" "Fucoxanthin" "SJWWTRQNNRNTPU-ABBNZJFMSA-N" "C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)C[C@]12[C@](O1)(C[C@H](CC2(C)C)O)C)/C=C/C=C(\C)/C=C=C3[C@](C[C@H](CC3(C)C)OC(=O)C)(C)O" 1.067
"359" "Gabexate" "YKGYIDJEEQRWQH-UHFFFAOYSA-N" "CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N" 3.447183
"360" "Galactosamine" "MSWZFWKMSRAUBD-GASJEMHNSA-N" "C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)N)O)O)O" 8.4226
"361" "Galanthamine" "ASUTZQLVASHGKV-JDFRZJQESA-N" "CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O" 4.6172
"362" "gamma-Aminobutyric acid" "BTCSSZJGUNDROE-UHFFFAOYSA-N" "C(CC(=O)O)CN" 7.673567
"363" "gamma-Glutamyl-cysteine" "RITKHVBHSGLULN-WHFBIAKZSA-N" "C(CC(=O)N[C@@H](CS)C(=O)O)[C@@H](C(=O)O)N" 8.981033
"364" "gamma-Glutamylglutamine" "JBFYFLXEJFQWMU-WDSKDSINSA-N" "C(CC(=O)N[C@@H](CCC(=O)N)C(=O)O)[C@@H](C(=O)O)N" 9.5454
"365" "gamma-Glutamylleucine" "MYFMARDICOWMQP-YUMQZZPRSA-N" "CC(C)C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N" 8.013117
"366" "gamma-Glutamylmethionine" "RQNSKRXMANOPQY-BQBZGAKWSA-N" "CSCC[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N" 8.428166
"367" "gamma-Glutamyltyrosine" "VVLXCWVSSLFQDS-QWRGUYRKSA-N" "C1=CC(=CC=C1C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O" 8.520133
"368" "Geranic acid" "ZHYZQXUYZJNEHD-VQHVLOKHSA-N" "CC(=CCC/C(=C/C(=O)O)/C)C" 1.304
"369" "Glimepiride" "WIGIZIANZCJQQY-UHFFFAOYSA-N" "CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C" 1.049783
"370" "Glu-Gln" "MGHKSHCBDXNTHX-UHFFFAOYSA-N" "C(CC(=O)O)C(C(=O)NC(CCC(=O)N)C(=O)O)N" 9.544333
"371" "Glu-Thr" "JSIQVRIXMINMTA-ZDLURKLDSA-N" "C[C@H]([C@@H](C(=O)O)NC(=O)[C@H](CCC(=O)O)N)O" 9.069067
"372" "Glu-Val-Phe" "FVGOGEGGQLNZGH-DZKIICNBSA-N" "CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)[C@H](CCC(=O)O)N" 7.658216
"373" "Gluconolactone" "PHOQVHQSTUBQQK-SQOUGZDYSA-N" "C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O" 8.02405
"374" "Glucosamine-6-phosphate" "XHMJOUIAFHJHBW-UKFBFLRUSA-N" "C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)N)O)O)OP(=O)(O)O" 10.06347
"375" "Glucose-1-phosphate" "HXXFSFRBOHSIMQ-VFUOTHLCSA-N" "C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O" 9.6081
"376" "Glucose-6-phosphate" "NBSCHQHZLSJFNQ-GASJEMHNSA-N" "C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O" 9.858417
"377" "Glutamic acid" "WHUUTDBJXJRKMK-VKHMYHEASA-N" "C(CC(=O)O)[C@@H](C(=O)[O-])[NH3+]" 8.718066
"378" "Glutamine" "ZDXPYRJPNDTMRX-VKHMYHEASA-N" "C(CC(=O)N)[C@@H](C(=O)[O-])[NH3+]" 8.520683
"379" "Glutathione (oxidized)" "YPZRWBKMTBYPTK-BJDJZHNGSA-N" "C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N" 10.16848
"380" "Glutathione (reduced)" "RWSXRVCMGQZWBV-WDSKDSINSA-N" "C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N" 8.984417
"381" "Gly-Gly-Gly" "XKUKSGPZAADMRA-UHFFFAOYSA-N" "C(C(=O)NCC(=O)NCC(=O)O)N" 9.181167
"382" "Gly-Ile" "KGVHCTWYMPWEGN-UHFFFAOYSA-N" "CCC(C)C(C(=O)O)NC(=O)CN" 7.667517
"383" "Gly-Leu" "DKEXFJVMVGETOO-LURJTMIESA-N" "CC(C)C[C@@H](C(=O)[O-])NC(=O)C[NH3+]" 7.606033
"384" "Gly-Tyr-Ala" "UIQGJYUEQDOODF-KWQFWETISA-N" "C[C@@H](C(=O)[O-])NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)C[NH3+]" 7.893784
"385" "Gly-Tyr" "XBGGUPMXALFZOT-VIFPVBQESA-N" "C1=CC(=CC=C1C[C@@H](C(=O)O)NC(=O)CN)O" 8.070983
"386" "Gly-Val" "STKYPAFSDFAEPH-UHFFFAOYSA-N" "CC(C)C(C(=O)O)NC(=O)CN" 7.905433
"387" "Glycine" "DHMQDGOQFOQNFH-UHFFFAOYSA-N" "C(C(=O)[O-])[NH3+]" 8.331966
"388" "Glycitein" "DXYUAIFZCFRPTH-UHFFFAOYSA-N" "COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O" 1.318183
"389" "Goserelin" "BLCLNMBMMGCOAS-URPVMXJPSA-N" "CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6" 7.82905
"390" "GR 89696" "HJUAKZYKCANOOZ-UHFFFAOYSA-N" "COC(=O)N1CCN(C(C1)CN2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl" 2.5567
"391" "Granisetron" "MFWNKCLOYSRHCJ-AGUYFDCRSA-N" "CN1[C@@H]2CCC[C@H]1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C" 4.1201
"392" "Guanidinoacetic acid" "BPMFZUMJYQTVII-UHFFFAOYSA-N" "C(C(=O)[O-])[NH+]=C(N)N" 8.162017
"393" "Guanine" "UYTPUPDQBNUYGX-UHFFFAOYSA-N" "C1=NC2=C(N1)C(=O)N=C(N2)N" 6.403183
"394" "Guanosine-3',5'-cyclic monophosphate" "ZOOGRGPOEVQQDX-UUOKFMHZSA-N" "C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O" 8.390017
"395" "Guanosine" "NYHBQMYGNKIUIF-UUOKFMHZSA-N" "C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N" 7.252733
"396" "Halometasone" "GGXMRPUKBWXVHE-MIHLVHIWSA-N" "C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C(=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)Cl)F" 1.12175
"397" "Haloperidol" "LNEPOXFFQSENCJ-UHFFFAOYSA-N" "C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F" 2.305067
"398" "HexamethyleneA bisacetamide" "BNQSTAOJRULKNX-UHFFFAOYSA-N" "CC(=O)NCCCCCCNC(=O)C" 1.5038
"399" "Hexanoic acid" "FUZZWVXGSFPDMH-UHFFFAOYSA-N" "CCCCCC(=O)O" 4.887733
"400" "Histamine-trifluoromethyltoluide" "PMKJGGBYYNEYPA-UHFFFAOYSA-N" "CC(CCCCC(=O)NC1=CC=C(C=C1)C(F)(F)F)NCCC2=CN=CN2" 5.301167
"401" "Histamine" "NTYJJOPFIAHURM-UHFFFAOYSA-N" "C1=C(NC=N1)CCN" 8.2223
"402" "Histidine" "HNDVDQJCIGZPNO-YFKPBYRVSA-N" "C1=C(NC=N1)C[C@@H](C(=O)O)N" 9.408967
"403" "Homoarginine" "QUOGESRFPZDMMT-YFKPBYRVSA-N" "C(CCN=C(N)N)C[C@@H](C(=O)O)N" 9.337383
"404" "Homocysteine" "FFFHZYDWPBMWHY-VKHMYHEASA-N" "C(CS)[C@@H](C(=O)O)N" 9.582867
"405" "Homocystine" "ZTVZLYBCZNMWCF-WDSKDSINSA-N" "C(CSSCC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N" 9.580167
"406" "Homoharringtonine" "HYFHYPWGAURHIV-JFIAXGOJSA-N" "CC(C)(CCC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O" 3.238883
"407" "Homoserine" "UKAUYVFTDYCKQA-VKHMYHEASA-N" "C(CO)[C@@H](C(=O)O)N" 8.29375
"408" "Homoveratrylamine" "ANOUKFYBOAKOIR-UHFFFAOYSA-N" "COC1=C(C=C(C=C1)CCN)OC" 4.784266
"409" "Huperzine" "ZRJBHWIHUMBLCN-ZUZCIYMTSA-N" "CC=C1[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3" 5.74135
"410" "Hydrocinnamic acid" "XMIIGOLPHOKFCH-UHFFFAOYSA-N" "C1=CC=C(C=C1)CCC(=O)O" 8.706433
"411" "Hydromorphone" "WVLOADHCBXTIJK-YNHQPCIGSA-N" "CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4" 5.22465
"412" "Hydroxyproline" "PMMYEEVYMWASQN-DMTCNVIQSA-N" "C1[C@H](CN[C@@H]1C(=O)O)O" 8.143884
"413" "Hyperoside" "OVSQVDMCBVZWGM-DTGCRPNFSA-N" "C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O" 5.576283
"414" "Hypoxanthine" "FDGQSTZJBFJUBT-UHFFFAOYSA-N" "C1=NC2=C(N1)C(=O)N=CN2" 4.834983
"415" "Icarin" "TZJALUIVHRYQQB-XLRXWWTNSA-N" "C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O" 4.7361
"416" "Idarubicin" "XDXDZDZNSLXDNA-TZNDIEGXSA-N" "C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O" 5.421433
"417" "Idebenone" "JGPMMRGNQUBGND-UHFFFAOYSA-N" "CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO" 0.9637667
"418" "Ifenprodil" "UYNVMODNBIQBMV-UHFFFAOYSA-N" "CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3" 3.174617
"419" "Imatinib" "KTUFNOKKBVMGRW-UHFFFAOYSA-N" "CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5" 5.362683
"420" "Imidazole" "RAXXELZNTBOGNW-UHFFFAOYSA-N" "C1=CN=CN1" 4.5255
"421" "Indarubicin" "CRDNMYFJWFXOCH-BUHFOSPRSA-N" "C1=CC=C2C(=C1)/C(=C\3/C(=O)C4=CC=CC=C4N3)/C(=O)N2" 1.067817
"422" "Indatraline" "SVFXPTLYMIXFRX-XJKSGUPXSA-N" "CN[C@@H]1C[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl" 2.883183
"423" "Indinavir" "CBVCZFGXHXORBI-PXQQMZJSSA-N" "CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)O)O)CC5=CN=CC=C5" 2.174467
"424" "Indole-3-acetamide" "ZOAMBXDOGPRZLP-UHFFFAOYSA-N" "C1=CC=C2C(=C1)C(=CN2)CC(=O)N" 1.3619
"425" "Indole-3-carbinol" "IVYPNXXAYMYVSP-UHFFFAOYSA-N" "C1=CC=C2C(=C1)C(=CN2)CO" 1.242983
"426" "Indole-3-carboxaldehyde" "OLNJUISKUQQNIM-UHFFFAOYSA-N" "C1=CC=C2C(=C1)C(=CN2)C=O" 1.1616
"427" "Indole-3-carboxylic acid" "KMAKOBLIOCQGJP-UHFFFAOYSA-N" "C1=CC=C2C(=C1)C(=CN2)C(=O)O" 1.406
"428" "Indole-3-pyruvic acid" "RSTKLPZEZYGQPY-UHFFFAOYSA-N" "C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O" 5.1079
"429" "Indolelactic acid" "XGILAAMKEQUXLS-UHFFFAOYSA-N" "C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O" 2.254533
"430" "Indomethacin" "CGIGDMFJXJATDK-UHFFFAOYSA-N" "CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O" 1.0809
"431" "Inosine-5'-monophosphate" "GRSZFWQUAKGDAV-KQYNXXCUSA-N" "C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O" 9.1545
"432" "Inosine" "UGQMRVRMYYASKQ-KQYNXXCUSA-N" "C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O" 6.193833
"433" "Ipidacrine" "YLUSMKAJIQOXPV-UHFFFAOYSA-N" "C1CCC2=C(C1)C(=C3CCCC3=N2)N" 3.326167
"434" "Ipriflavone" "SFBODOKJTYAUCM-UHFFFAOYSA-N" "CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3" 0.93655
"435" "Irbesartan" "YOSHYTLCDANDAN-UHFFFAOYSA-N" "CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5" 1.1638
"436" "Irinotecan" "UWKQSNNFCGGAFS-XIFFEERXSA-N" "CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7" 5.03375
"437" "Irsogladine" "ATCGGEJZONJOCL-UHFFFAOYSA-N" "C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl" 1.25145
"438" "Isobutylamine" "KDSNLYIMUZNERS-UHFFFAOYSA-N" "CC(C)CN" 5.035767
"439" "Isobutyric acid" "KQNPFQTWMSNSAP-UHFFFAOYSA-N" "CC(C)C(=O)O" 1.77315
"440" "Isoleucine" "AGPKZVBTJJNPAG-WHFBIAKZSA-N" "CC[C@H](C)[C@@H](C(=O)[O-])[NH3+]" 7.178067
"441" "Isopentenyladenine" "HYVABZIGRDEKCD-UHFFFAOYSA-N" "CC(=CCNC1=NC=NC2=C1NC=N2)C" 1.80725
"442" "Isoquercetrin" "OVSQVDMCBVZWGM-QSOFNFLRSA-N" "C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O" 5.612733
"443" "Isorhamnetin-3-O-rutinoside" "UIDGLYUNOUKLBM-GEBJFKNCSA-N" "C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O" 6.017517
"444" "Isoxanthopterin" "GLKCOBIIZKYKFN-UHFFFAOYSA-N" "C1=NC2=C(NC1=O)NC(=NC2=O)N" 6.410333
"445" "Isradipine" "HMJIYCCIJYRONP-UHFFFAOYSA-N" "CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC" 0.94775
"446" "Itopride" "QQQIECGTIMUVDS-UHFFFAOYSA-N" "CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC" 3.652467
"447" "Itraconzaole" "VHVPQPYKVGDNFY-UHFFFAOYSA-N" "CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl" 0.9723833
"448" "Kaempferol-3-O-rutinoside" "RTATXGUCZHCSNG-QHWHWDPRSA-N" "C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O" 6.0918
"449" "Kaempferol" "IYRMWMYZSQPJKC-UHFFFAOYSA-N" "C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O" 1.39965
"450" "Ketoconazole" "XMAYWYJOQHXEEK-OZXSUGGESA-N" "CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl" 1.733767
"451" "Ketotifen" "ZCVMWBYGMWKGHF-UHFFFAOYSA-N" "CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1" 2.712133
